video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=wC15T94rmsc&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,"Seattle Police: Violent crime, homicides, car thefts up in 2022 | FOX 13 Seattle",1.4K,11 months,"Seattle Police released their final 2022 crime report, and across the board, total crime is up 4%. Subscribe to FOX 13 Seattle: ...",2024-01-19 22:07:04.837121
/watch?v=lnQj8cs4VPM&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@komonews,KOMO News,Seattle light rail passenger beaten with rock; another rider stabbed in separate attack,7K,5 months,Transit police are investigating two violent assaults on Link light rail trains that injured passengers over the last week. According to ...,2024-01-19 22:07:04.852109
/shorts/LSkWsYHKwyk,/@komonews,KOMO News,72nd Seattle homicide of 2023 marks highest record since 1994,5.1K,3 weeks,"The city of Seattle just hit a record number of homicides. A deadly stabbing Thursday morning marked the 72nd of the year, the ...",2024-01-19 22:07:04.861166
/watch?v=smHN1KViAHY&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,"Alleged armed carjacking ends in crash, arrest in Seattle's South Park neighborhood",7.3K,2 weeks,A 20-year-old man was injured and arrested after he allegedly stole a car at gunpoint and later crashed into a semitruck in ...,2024-01-19 22:07:04.863980
/watch?v=vAiyY8cTaTI&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,Seattle police investigating 2 drive-by shootings in Capitol Hill,4.6K,4 months,Seattle police are investigating multiple reports of drive-by shootings in Capitol Hill overnight. READ MORE: ...,2024-01-19 22:07:04.879149
/watch?v=8Or4y1rxpD4&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,Young robbery crew suspected in string of crimes | FOX 13 Seattle,122K,6 months,"Law enforcement have linked this crew to dozens of robberies across Puget Sound, particularly at Rite Aid, Walgreens and ...",2024-01-19 22:07:04.886549
/watch?v=BB79AuMFD74&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,Police's plan to handle violence in Seattle | FOX 13 Seattle,6.7K,1 year,"It's been a violent week ending a very violent year in Seattle. On Tuesday, a woman was attacked and robbed by a man armed ...",2024-01-19 22:07:04.893012
/watch?v=4mM4kr0PzBY&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,Rise in teens committing serious crimes | FOX 13 Seattle,7.8K,6 months,Violent crimes have spiked over the last couple weeks and several involved teenagers. The most recent was a teenage boy shot ...,2024-01-19 22:07:04.903438
/watch?v=UcLOoH12_B0&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,Frustrated business owners want protection from crime,6.9K,8 months,"Businesses in Auburn, Washington are saying enough is enough. They say they are hoping the city can do something as ...",2024-01-19 22:07:04.907175
/watch?v=A_h7jhwDVEU&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,Seattle police work to 'maintain the results' of International District crime reduction,6.2K,1 year,What was once described as an open-air drug market is now an empty sidewalk -- and that's a big deal.,2024-01-19 22:07:04.910022
/watch?v=nmiSTE7DkOY&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,New audit recommends how Seattle can tackle organized retail crime,9.7K,5 months,"A new report from the Seattle City Auditor said the city can do more to tackle organized crime. It's become such a problem, in 2022 ...",2024-01-19 22:07:04.916839
