video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=fXMBsCUE2F8&pp=ygUDd3d1,/@wwu,Western Washington University,From the Court to the Kiln: WWU Basketball Star Dani Iwami's Journey of Discovery,794,1 year,"At Western Washington University, students have the opportunity to go BIG in exploring and uncovering their passions. Western is ...",2024-01-28 19:46:15.501478
/watch?v=qGIBJUAD_uI&pp=ygUDd3d1,/@hannahrosemiller688,hannah rose miller,"WWU orientation - Overnight dorm stay, a glance at Bellingham/Fairhaven !!",7.6K,4 years,"Hey guys!! This vid was SO much fun to make, you get a glimpse of life in Bellingham along with a look into WWU's campus!",2024-01-28 19:46:15.503086
/watch?v=dgx-g5x9n_Q&pp=ygUDd3d1,/@guydownthestret4,hungryhippos,WWU is better than WSU,9.3K,16 years,"This guy sang a song about how WSU sux and WWU is better. check it, its awesome like that.",2024-01-28 19:46:15.504666
/watch?v=en_pckSGpk0&pp=ygUDd3d1,/@WallaWallaUniversity,Walla Walla University,11 Facts About Financing A WWU Education,84,6 years,Paying for college doesn't have to be overwhelming. Learn how you can finance a Walla Walla University education.,2024-01-28 19:46:15.506151
/watch?v=qkpZ2GIHtR8&pp=ygUDd3d1,/@WWUVikingsAthletics,WWUVikingsAthletics,2022 WWU Athletics Hall of Fame Ceremony,339,Streamed 1 year,Watch the 2022 WWU Athletics Hall of Fame Ceremony held in Sam Carver Gymnasium on the Western Washington University ...,2024-01-28 19:46:15.507728
/watch?v=7I9fTsScfXA&pp=ygUDd3d1,/@westernwashingtoninternati5446,Western Washington International Study Center,Welcome to WWU | Western Washington University International Study Center,88,4 years,WWU's president welcomes you to the university and tells you what you can expect as an international student. He talks about ...,2024-01-28 19:46:15.509334
/watch?v=tzz7bw_n-7g&pp=ygUDd3d1,/@WallaWallaUniversity,Walla Walla University,Paying for WWU: Why get a job?,600,5 years,"To learn more about student employment at Walla Walla University, visit wallawalla.edu/student-employment.",2024-01-28 19:46:15.510826
/watch?v=rJ00j7cM11E&pp=ygUDd3d1,/@WWUVikingsAthletics,WWUVikingsAthletics,"MBB | WWU vs. MSU Billings (1/5/23, 7 pm)",983,Streamed 1 year,Watch the Western Washington University men's basketball team take on Montana State Billings in a GNAC contest from WECU ...,2024-01-28 19:46:15.512343
/watch?v=m6Fj2ymk17o&pp=ygUDd3d1,/@genevievecarrillo1116,Genevieve Carrillo,WWU Men's Crew V8+ Drone Footage,2.3K,7 years,ACRA Training in the men's varsity 8+ Music: Five Hours (Don't Hold Me Back) - Deorro Footage by: http://tohnkeagle.tumblr.com ...,2024-01-28 19:46:15.513774
/watch?v=pfzBlT-omaA&pp=ygUDd3d1,/@wwu,Western Washington University,Overview -- WWU Institute for Energy Studies,1.2K,10 years,The Institute for Energy Studies at Western Washington University exists to meet the demand for education and training related to ...,2024-01-28 19:46:15.515589
/watch?v=ONWjr2oG4WU&pp=ygUDd3d1,/@wwuchaplainsoffice9618,WWU Chaplains Office,Intro to WWU Student Missions,125,2 years,An overview of the Student Missions program at Walla Walla University.,2024-01-28 19:46:15.517487
